seri,model,titles,year,km,color,prices,date,"seri,model,titles,year,km,color,prices,date,location,""seri,model,titles,year,km,color,prices,date,location""",Il,Ilce,id,km_median,km / median
Taycan,4S,PORSCHE TAYCAN 4S PERFORMANCE PLUS - HATASIZ,2020,220,Siyah,7000000,10/04/2023,,Bursa,Nilüfer,21,260.0,0.8461538461538461
Taycan,4S Performance Plus,KACCAR'S 2020 MODEL BAYi TAYCAN 4S PERFORMANCE PLUS TRÜF DERİ,2020,1485,Siyah,5850000,10/04/2023,,İstanbul,Bağcılar,40,260.0,5.711538461538462
Panamera,Panamera Diesel,SERKAN..PANAMERA CHRONA+AİR+MAT­RİX+KEYLES+NAVİ­+VAKUM+KIRMIZI İÇ,2014,1920,Beyaz,4020000,10/04/2023,,Samsun,Vezirköprü,67,1420.0,1.352112676056338
Panamera,Panamera Diesel,2012 MODEL DEĞİŞENSİZ PORSCHE PANAMERA DİESEL 3.0 V6,2012,2860,Kahverengi,3150000,09/04/2023,,Konya,Karatay,53,1970.0,1.4517766497461928
Panamera,Panamera Diesel,2015 BAYİ ÇIKIŞLIDIR ÖZEL SPARİŞTİR EMSALSİRDİR TÜRKİYEDE TEK !!,2015,1610,Siyah,4550000,09/04/2023,,Mersin,Akdeniz,58,1280.0,1.2578125
Taycan,4S Performance Plus,Full Donanımlı ve Kapalı Garaj Arabasıdır,2020,160,Gri,4950000,09/04/2023,,İstanbul,Beykoz,40,260.0,0.6153846153846154
Cayman,Cayman,Hu Cars - Doğuş çıkışlı/Hatası­z/Boyasız/Tram­ersiz/98.000km,2008,980,Siyah,1880000,09/04/2023,,Bursa,Nilüfer,21,1350.0,0.725925925925926
911,Carrera 4S,EC MOTORS 2013 911 CARRERA 4S PDK 31.000 KM BOYASIZ TRAMERSİZ,2013,310,Beyaz,6450000,09/04/2023,,İstanbul,Bakırköy,40,1685.0,0.18397626112759644
911,Carrera 4,'' SYL GROUP '' PORSCHE CARRERA 4+CRUZ+SUNRO­OF+PDK+DOĞUŞ BAYİ+++,2001,1280,Gümüş Gri,1650000,09/04/2023,,İstanbul,Bağcılar,40,1300.0,0.9846153846153847
Panamera,Panamera Diesel,ÇOK ACİL SATILIK 100 binde Panamera Pazarlık Payı vardır,2014,1008,Siyah,4180000,09/04/2023,,İstanbul,Kadıköy,40,1420.0,0.7098591549295775
Cayman,Cayman,Sahibinden 22.000 KM de Cayman,2013,220,Gri,3250000,08/04/2023,,İstanbul,Beşiktaş,40,1685.0,0.13056379821958458
Boxster,Boxster,AWCI MOTORS 107.500 KM FRANK PARTNER PORSCHE,1996,1075,Kırmızı,1100000,08/04/2023,,İstanbul,Bakırköy,40,1075.0,1.0
Panamera,Panamera 4,GUARANTEE'DEN 83 BİNDE BAYİİ BOSE PDK 4K ISITMA,2011,830,Beyaz,2325000,08/04/2023,,Adana,Çukurova,1,1680.0,0.49404761904761907
Taycan,4S Performance Plus,Hatasız Bayi 4s Performance PPF (Takaslı),2020,260,Mavi,7000000,08/04/2023,,Bolu,Merkez,19,260.0,1.0
Panamera,Panamera Diesel,AVC MOTORS 'DAN - 2012 PANA DİESEL - K IST SOĞ - PUSULA - AİR,2012,1930,Siyah,2795000,07/04/2023,,Kayseri,Melikgazi,47,1970.0,0.9796954314720813
911,Carrera 4 GTS,Porsche 911 Carrera 4 GTS,2015,137,Siyah,10500000,07/04/2023,,İstanbul,Beşiktaş,40,1280.0,0.10703125
Panamera,Panamera Diesel,KUZEY MOTORS - YENİ KASA - İÇİ KIRMIZI - SGTMA - MATRIX - GTS,2013,1900,Siyah,3075000,07/04/2023,,İstanbul,Kadıköy,40,1685.0,1.1275964391691395
Panamera,Panamera Diesel,///M ASLAN MOTORS DAN HATASIZ BOYASIZ PANAMERA GTS PUSULA VS,2012,2780,Beyaz,2900000,07/04/2023,,Ankara,Yenimahalle,7,1970.0,1.4111675126903553
Panamera,Panamera 4S Diesel,DOKTOR'DAN ÇOK TEMİZ HATASIZ -BOYASIZ - TRAMERSİZ 85.444km,2017,85444,Gri,9100000,07/04/2023,,İstanbul,Kadıköy,40,850.0,100.52235294117646
Taycan,4S,2021-PORSCHE-TAYCAN 4S PERPORMANS PLUS-HATASIZ-9 BİN KM,2021,90,Gri,6300000,07/04/2023,,Adana,Seyhan,1,180.0,0.5
Panamera,Panamera 4,PORSCHE PANAMERA 4 DOGUS OTO CIKISLI ÖZEL LANSMAN RENK,2018,390,Kahverengi,7850000,07/04/2023,,İstanbul,Beşiktaş,40,490.0,0.7959183673469388
Taycan,Turbo S,YENİKÖY MOTORS 2020 PORSCHE TAYCAN TURBO S - KARBON - ARKA AKS,2020,69,Siyah,7150000,06/04/2023,,İstanbul,Sarıyer,40,260.0,0.2653846153846154
Taycan,Taycan,MAK AUTO 2021 PORSCHE TAYCAN PERFORMANCE PLUS 11KW BAYİ BOYASIZ,2021,96,Mavi,4675000,06/04/2023,,İstanbul,Bakırköy,40,180.0,0.5333333333333333
Panamera,Panamera Diesel,DURAN MOTORS'DAN 2012 PORSCHE PANAMERA BAYİİİİ BOYASIZ,2012,2460,Beyaz,3299900,06/04/2023,,Ankara,Akyurt,7,1970.0,1.248730964467005
Panamera,Panamera Diesel,SAHİBİNDEN BAYİ ÇIKIŞ MATRİX FAR FUL,2015,1350,Beyaz,4250000,06/04/2023,,Şanlıurfa,Karaköprü,68,1280.0,1.0546875
Panamera,Panamera Diesel,2014 MAKYAJLI PORSCHE PANAMERA BAYİ ÇIKIŞLI 96 BİN KM,2014,960,Beyaz,4360000,05/04/2023,,Ankara,Çankaya,7,1420.0,0.676056338028169
911,Carrera 4S,^ÇAPOĞLU^ ---Carrera 4 S---,2007,1300,Siyah,2645000,05/04/2023,,İstanbul,Esenyurt,40,1300.0,1.0
Taycan,4S Performance Plus,Sahibinden doğuş çıkışlı kazasız,2020,1245,Siyah,5400000,05/04/2023,,İstanbul,Beşiktaş,40,260.0,4.788461538461538
718,Boxster,HANCAR MOTORS -718 BOXSTER-20'J­ANT-ADAPTİF FAR-NAVİGSY­ON-ORJİNAL,2016,485,Mavi,3750000,05/04/2023,,İstanbul,Bahçelievler,40,700.0,0.6928571428571428
Taycan,4S Performance Plus,"2022 Porsche Taycan 4S Performance Plus 571 Ps Bayi
Yetkili Bayi",2022,642,Gri,7170000,05/04/2023,,Aydın,Söke,11,1001.0,0.6413586413586414
Taycan,Turbo S,ALKAN AŞ 2021 TAYCAN TURBO S-BURMESTER-YOLCU EKRANI-ARKA AKS-FUL,2021,695,Füme,7150000,04/04/2023,,Ankara,Gölbaşı,7,180.0,3.861111111111111
Panamera,Panamera 4S Diesel,PANAMERA 4S DİESEL 422 HP V8 BAYİ ÇIKIŞLI HATASIZ,2016,730,Füme,9050000,04/04/2023,,Aksaray,Merkez,5,700.0,1.042857142857143
Taycan,Turbo S,YENİKÖY MOTORS 2020 PORSCHE TAYCAN TURBO S- KARBON - BOSE - BAYİ,2020,80,Siyah,7150000,04/04/2023,,İstanbul,Sarıyer,40,260.0,0.3076923076923077
Panamera,Panamera Diesel,GTS KEYLESS SOĞUTMA CHRONO TV AIR PUSULA V. BARIŞ TAKSİT İMKANI,2012,3300,Beyaz,2390000,04/04/2023,,İzmir,Gaziemir,41,1970.0,1.6751269035532994
Taycan,4S Performance Plus,KMR MOTORS 2022 PORSCHE TAYCAN 4S PERFORMANCE PLS BOSE SGTM BAYİ,2022,90,Gümüş Gri,6295000,04/04/2023,,İstanbul,Bağcılar,40,1001.0,0.0899100899100899
911,Carrera 4S,HATASIZ-BOYAS­IZ-TRAMERSİZ - VERGİ BARIŞLI 911 CABRİO 4S,2013,540,Beyaz,7650000,04/04/2023,,Ankara,Yenimahalle,7,1685.0,0.32047477744807124
Panamera,Panamera Diesel,Porshe Panamera 3.0 DİZEL,2013,2450,Siyah,3350000,04/04/2023,,Kırklareli,Lüleburgaz,50,1685.0,1.454005934718101
Panamera,Panamera 4S Diesel,BOYASIZ 4S DİZEL AİR ISITMA SOĞUTMA VAKUM İÇİ KIRMIZI ARKA AKS,2017,1250,Siyah,8550000,03/04/2023,,Antalya,Kepez,8,850.0,1.4705882352941178
Panamera,Panamera Diesel,YENİ KASA MAKYAJLI VERGİ BARIŞLI TÜRKİYEDE EMSALİ YOK,2012,2470,Siyah,2550000,03/04/2023,,Mersin,Toroslar,58,1970.0,1.2538071065989849
Panamera,Panamera 4,RichieRichie Cars 2011 PANAMERA 4 3.6 V6 BAYİİ BOYASIZ 60.000KM,2011,600,Siyah,3249900,03/04/2023,,İstanbul,Sarıyer,40,1680.0,0.35714285714285715
Panamera,Panamera 4S,CENKAR-PORSCHE PANEMARA 400 HP 4S V8 PDK BAYİ 2011,2011,1680,Siyah,2380000,03/04/2023,,Ankara,Çankaya,7,1680.0,1.0
Taycan,4 Cross Turismo,2022 BAYİ 4CROSS/SPOR SES/21'JANT/BO­SE/AIRMATIC/SO ĞUTMA%18KDV'Lİ,2022,62,Gri,6450000,03/04/2023,,Afyonkarahisar,Merkez,0,1001.0,0.061938061938061936
Boxster,Boxster,| UNIQ AUTO | 2012 PORSCHE BOXSTER 2.7 PDK CHRONO SPORT PLUS,2012,590,Siyah,3120000,03/04/2023,,İstanbul,Ataşehir,40,1970.0,0.29949238578680204
Boxster,S,Sahibinden Porsche Boxter S 3.2 Otomatik,2000,1740,Gümüş Gri,1215000,03/04/2023,,İstanbul,Beşiktaş,40,1990.0,0.8743718592964824
Panamera,Panamera 4 Platinum Edition,EDITION 2022 PANAMERA 4/MASAJ/AKS/­SOĞUTMA/SPOR EGSOZ,2022,6001,Siyah,11500000,02/04/2023,,İstanbul,Bakırköy,40,1001.0,5.995004995004995
Taycan,Turbo S,2021 PORSCHE TAYCAN TURBO S BAYİ,2021,65,Gümüş Gri,6900000,02/04/2023,,Ankara,Etimesgut,7,180.0,0.3611111111111111
Panamera,Panamera Diesel,HATASIZ BOYASIZ BAYİ MARSHALA 184.000 KMde GARAJ ARABASI,2012,1840,Beyaz,2975000,02/04/2023,,İstanbul,Beykoz,40,1970.0,0.934010152284264
Panamera,Panamera Diesel,BAYİİ 2013/7. AY ÇIKIŞLI 70 BİN KM'DE 4 BÖLGE KLİMA+BOSE,2012,700,Siyah,3515000,02/04/2023,,İzmir,Kemalpaşa,41,1970.0,0.3553299492385787
Taycan,4S Performance Plus,2021 MODEL BOYASIZ CAM TAVAN 571 BG,2021,290,Gri,5050000,02/04/2023,,Batman,Merkez,14,180.0,1.6111111111111112
Panamera,Panamera Turbo,BAYİ ÇIKIŞ PANAMERA TURBO V8 500 HP TECHART+SERAM İK+AIR+CHRONO,2010,660,Gri,3986900,02/04/2023,,İstanbul,Esenyurt,40,1420.0,0.4647887323943662
Taycan,4 Cross Turismo,CİO MOTORS TAYCAN 4 CROSS 476 HP AİR- CHRONO-SOUND-ISI POM-21JNT,2022,675,Beyaz,6750000,02/04/2023,,İzmir,Bornova,41,1001.0,0.6743256743256744
Panamera,Panamera Diesel,DEMİRHAN'DAN 2014 PORSCHE PANAMERA 300HP BOSE PUSULA BAYİ,2014,1990,Beyaz,3675000,01/04/2023,,Denizli,Pamukkale,25,1420.0,1.4014084507042253
Taycan,Turbo S,TARGET MOTORS 2020 PORSCHE TAYCAN TURBOS BURMESTER+KA­RBONSERAMİK,2020,6001,Beyaz,6475000,01/04/2023,,İstanbul,Beşiktaş,40,260.0,23.08076923076923
Taycan,4S Performance Plus,EFH MOTORS TAN BAYİ 2021 4S PERFORMANCE PLUS %18 FATURA,2021,6161,Siyah,10000000,01/04/2023,,İstanbul,Ataşehir,40,180.0,34.227777777777774
Taycan,Turbo S,L&S MOTORS-2020 PORSCHE TAYCAN TURBO S ARKA AKS+YOLCU EKRAN HAZR,2020,330,Siyah,6490000,01/04/2023,,İstanbul,Beşiktaş,40,260.0,1.2692307692307692
Taycan,4 Cross Turismo,İLK SAHİBİNDEN DOĞUŞ OTO KARTAL BAYİ 2022ÇIKIŞLI 21JNT/AİRMATİC/,2021,210,Gümüş Gri,5600000,01/04/2023,,İstanbul,Pendik,40,180.0,1.1666666666666667
Taycan,Taycan,"""OTOROLL"" 2021 PORSCHE TAYCAN SPORT DESİGN 476 Hp",2021,150,Gri,5590000,01/04/2023,,İstanbul,Bakırköy,40,180.0,0.8333333333333334
Cayman,Cayman,PORSCHE CAYMAN,2008,1050,Siyah,1775000,31/03/2023,,İstanbul,Bağcılar,40,1350.0,0.7777777777777778
Panamera,Panamera Diesel,YENİKÖY MOTORS 2012 PORSCHE PANAMERA DIESEL - SOĞUTMA - BOSE,2012,2119,Siyah,2625000,31/03/2023,,İstanbul,Sarıyer,40,1970.0,1.0756345177664974
Panamera,Panamera Diesel,SAHİBİNDEN PORCHE PANAMERA DİESEL BAYİ ÇIKIŞLI,2012,2450,Siyah,2230000,31/03/2023,,İstanbul,Ümraniye,40,1970.0,1.2436548223350254
Panamera,Panamera 4 E-Hybrid,AYAR AUTO 2023 PANAMERA 4E-HYBRID 462HP SOĞUTMA AIR BOSE CHRONO,2022,601,Gri,14250000,31/03/2023,,İstanbul,Bakırköy,40,1001.0,0.6003996003996004
Panamera,Panamera Diesel,/// PORSCHE PANEMERA 3.0 D * BAYi ~ EKSTRALI ~ CHRONO ~ FULL,2012,23512,Mavi,2618000,31/03/2023,,Sakarya,Adapazarı,66,1970.0,11.93502538071066
Panamera,Panamera Diesel,"2012 PORSCHE PANAMERA DİZEL BAYİ CARBON BOSE GTS EDİTİON 21""",2012,1960,Beyaz,2615000,31/03/2023,,Bursa,Karacabey,21,1970.0,0.9949238578680203
Taycan,4S,HATASIZ DEĞİŞENSİZ 2020 PORSCHE TAYCAN 4S,2020,320,Siyah,4700000,31/03/2023,,İstanbul,Üsküdar,40,260.0,1.2307692307692308
Taycan,Turbo,"Doğuş Çıkışlı , Taycan Turbo 680 hp Siyah - Kırmızı",2020,1001,Siyah,6460000,30/03/2023,,İstanbul,Bakırköy,40,260.0,3.85
Taycan,4S Performance Plus,TARGET MOTORS PORSCHE TAYCAN 4S PRFRMANCE PLUS SPORT DESİNG 22KW,2020,115,Beyaz,5450000,30/03/2023,,İstanbul,Beşiktaş,40,260.0,0.4423076923076923
Panamera,Panamera 4S,GALLERY TR'DE TEK 2013 BOYASIZ BAYİ 13 BİNDE YENİ PANAMERA 4SPDK,2013,130,Siyah,5750044,29/03/2023,,İstanbul,Beşiktaş,40,1685.0,0.0771513353115727
Panamera,Panamera Diesel,BAYSILAN'DAN 2012 PORSCHE PANAMERA DİESEL FULL+FULL EMSALSİZ,2012,700,Beyaz,3500000,29/03/2023,,İstanbul,Esenler,40,1970.0,0.3553299492385787
Panamera,Panamera 4S,CİO MOTORS PANAMERA-4S -KEYLESS-AIR-M .MEDIA-CHRONO,2011,1100,Beyaz,3595000,29/03/2023,,İzmir,Bornova,41,1680.0,0.6547619047619048
Taycan,GTS Sport Turismo,2023 Taycan GTS Sport Turismo,2022,27,Füme,11150000,28/03/2023,,Bursa,Nilüfer,21,1001.0,0.026973026973026972
Taycan,4S Performance Plus,SAHİBİNDEN DOĞUŞ BAKIMLI 12 BİN KM TAYCAN 4S PERFORMANCE PLUS,2021,120,Siyah,5590000,28/03/2023,,İstanbul,Esenyurt,40,180.0,0.6666666666666666
Taycan,4S Cross Turismo,2022 hatasız boyasız ful+ful ithal,2022,6001,Siyah,6725000,28/03/2023,,Mardin,Artuklu,57,1001.0,5.995004995004995
Boxster,Boxster,"""OTOROLL"" 2014 PORSCHE BOXSTER 2.7 PDK HATASIZ BOYASIZ",2014,1700,Beyaz,2590000,28/03/2023,,İstanbul,Bakırköy,40,1420.0,1.1971830985915493
Cayman,Cayman,Aykoç - 2012 Cayman 2.9 PDK Hatasız Kusursuz - Bayii,2012,940,Beyaz,1865750,28/03/2023,,Ankara,Yenimahalle,7,1970.0,0.47715736040609136
Panamera,Panamera Diesel,VALENTE 2012 PANAMERA CHORONO AİRMATIC İÇ-DIŞ GTS PAKET V.BARIŞL,2012,2480,Siyah,2700000,27/03/2023,,İstanbul,Kadıköy,40,1970.0,1.2588832487309645
911,Carrera 4,Sahibinden Çok Temiz Carrera 4 Doğuş Çıkışlı,2001,1210,Füme,1845000,27/03/2023,,Çanakkale,Merkez,22,1300.0,0.9307692307692308
Taycan,Taycan,BAYİ 2022 TAYCAN P.PLUS 476 HP_A.AKS_SOGUTMA_­BOSE_AIR_Y.EKRAN,2022,7385,Siyah,5975000,27/03/2023,,İstanbul,Kadıköy,40,1001.0,7.3776223776223775
911,Carrera 4S,gallardo'dan BAYİİ BOYASIZ GARANTİLİ CARRERA 4S PDK 400HP,2014,520,Gri,8600000,27/03/2023,,Antalya,Muratpaşa,8,1420.0,0.36619718309859156
Cayman,Cayman,TECH MOTORS 2013 PORSCHE CAYMAN 2.7 ISITMA+BAYİ GTS GÖRÜNÜM,2013,860,Siyah,2750000,26/03/2023,,İstanbul,Bağcılar,40,1685.0,0.5103857566765578
Panamera,Panamera Diesel,ENS MOTORS PORSCHE PANEMERA DEİSEL 2013 DİZEL,2013,1820,Siyah,2785000,26/03/2023,,Balıkesir,Edremit,12,1685.0,1.0801186943620178
Panamera,Panamera Diesel,DEMİR GROUP DAN KAYITSIZ BAYİ ÇIKIŞLI EMSALSİZ PANAMERA PUSULA,2012,2400,Beyaz,2650000,26/03/2023,,Bursa,Nilüfer,21,1970.0,1.218274111675127
Taycan,4S Performance Plus,A&C motors ' PORSCHE TAYCAN 4S - PERFORMANCE PLUS -2020-BOYASIZ,2020,380,Beyaz,4850000,26/03/2023,,Ankara,Yenimahalle,7,260.0,1.4615384615384615
Panamera,Panamera Diesel,BÜLENT YAVUZ'DAN PORSCHE PANAMERA DİESEL 2967CC 300HP,2012,2100,Beyaz,3750000,26/03/2023,,Bursa,Nilüfer,21,1970.0,1.0659898477157361
Panamera,Panamera Diesel,**HT PREMIUM CARS** PORSCHE PANAMERA 2013 BAYİ MAKYAJLI HATASIZ,2013,1830,Beyaz,4150000,26/03/2023,,Antalya,Muratpaşa,8,1685.0,1.086053412462908
Boxster,Boxster,PORSCHE BOXSTER 124.000 KM BAYİ,2007,1240,Siyah,1699000,26/03/2023,,Ankara,Akyurt,7,1300.0,0.9538461538461539
Panamera,Panamera Diesel,Sahibinden Çok Temiz,2015,1280,Siyah,4750000,26/03/2023,,Kayseri,Melikgazi,47,1280.0,1.0
911,Carrera S,ALL Cars 2012 PORSCHE CARRERA S CABRİO FACELİFT CARBON MATRİX,2012,620,Beyaz,5950000,26/03/2023,,İstanbul,Beşiktaş,40,1970.0,0.3147208121827411
Taycan,Taycan,ÇAĞATAY AUTO 2022 TAYCAN CAM TAVAN SOĞUTMA BOSE AIR SOĞUTMA BAYİ,2022,6001,Mavi,6575000,25/03/2023,,İstanbul,Avcılar,40,1001.0,5.995004995004995
Panamera,Panamera Diesel,EVO MOTORS DAN 2014 MODEL PORSCHE PANAMERA HATASIZ BAYİ,2014,1650,Beyaz,3975000,25/03/2023,,Ankara,Çankaya,7,1420.0,1.1619718309859155
Taycan,4S Performance Plus,Sahibinden kazasız boyasız 4Sperformance plus sport desing,2020,298,Beyaz,4900000,25/03/2023,,İstanbul,Güngören,40,260.0,1.146153846153846
Taycan,4S Performance Plus,BZMMOTORS TAYCAN 4S PERFORMANCE PLUS 571 HP 2021MDL 22 KW ŞARJ,2021,255,Füme,6950000,25/03/2023,,İstanbul,Sarıyer,40,180.0,1.4166666666666667
911,Targa 4 GTS,BARAN MOTORS 911 TARGA 4 GTS SPORT DESIGN SOĞUTMA AKS ÖTV KDV'Lİ,2022,0,Beyaz,16550000,25/03/2023,,İstanbul,Beşiktaş,40,1001.0,0.0
911,Carrera,TARGET MOTORS 2016 PORSCHE 911 CARRERA CHRONO,2016,380,Beyaz,8250000,25/03/2023,,İstanbul,Beşiktaş,40,700.0,0.5428571428571428
Taycan,Turbo S,ÇAĞATAY AUTO 2022 TAYCAN TURBO-S DISTRONIC A.AKS 360K.BOSE BAYİ,2022,6001,Siyah,9450000,25/03/2023,,İstanbul,Avcılar,40,1001.0,5.995004995004995
Panamera,Panamera Diesel,KRAL'DAN 2012 BOYASZ TRAMERSZ-AİRMATİC-VA­KUM-4K.SOĞUTMA-96BİN KM,2012,960,Beyaz,3450000,25/03/2023,,Ankara,Akyurt,7,1970.0,0.4873096446700508
718,Cayman,GARAGE ETİLER 718 CAYMAN DOĞUŞ KIRMIZI İÇ CHRONO SPOR EGZOZ PDK,2017,720,Beyaz,3700000,25/03/2023,,İstanbul,Beşiktaş,40,850.0,0.8470588235294118
Taycan,Taycan,-BUSINESS CLASS- 2021 Taycan 1.500 km Tebeşir Gri- içi Bordo,2021,150,Beyaz,5750000,25/03/2023,,İstanbul,Başakşehir,40,180.0,0.8333333333333334
718,Cayman,TARGET MOTORS 2018 CAYMAN CHRONO+SPOR EGZZ+GT DRKSYN ISITMA+BAYİ,2018,430,Beyaz,4450000,25/03/2023,,İstanbul,Beşiktaş,40,490.0,0.8775510204081632
Taycan,4S Performance,CEM OTOMOTİV TAYCAN 4S PERFORMANCE 21 CARBON JANT DOĞUŞ ÇIKIŞLI,2020,70,Siyah,5100000,25/03/2023,,İzmir,Konak,41,260.0,0.2692307692307692
Boxster,Boxster,DAŞ MOTORS PORSHE BOXTER HATASIZ BAYİ,2015,500,Kahverengi,3397500,25/03/2023,,İstanbul,Esenyurt,40,1280.0,0.390625
Panamera,Panamera Diesel,ARD OTOMOTİV-PANAMERA MAKYAJLI-BAYİ -MATRİX/VAKUM 86.000KM HATASZ,2013,880,Beyaz,4950000,25/03/2023,,Denizli,Sarayköy,25,1685.0,0.5222551928783383
911,Turbo S,2013 911 TURBO S CHRONO PLUS_2026 GARANTİLİ_SOĞ­UTMA_HATASIZ,2013,415,Beyaz,10450000,25/03/2023,,İstanbul,Kadıköy,40,1685.0,0.24629080118694363
911,Carrera 4S,A&C motors ' PORSCHE 911 CARRERA 4S PDK - BOYASIZ - İÇİ KIRMIZI,2013,1000,Beyaz,5870000,25/03/2023,,Ankara,Yenimahalle,7,1685.0,0.5934718100890207
Panamera,Panamera Diesel,HK MOTORS'TAN DOLULAR DOLUSU VERGİ BARIŞLI DİESEL PANAMERA,2012,2135,Siyah,2975000,25/03/2023,,Sakarya,Akyazı,66,1970.0,1.083756345177665
Panamera,Panamera Diesel,"CANKAY'DAN BOYASIZ-GTS-ÖZEL SERİ PLATINUM EDITION-BUR­MESTER-VAKU
Yetkili Bayi",2013,1080,Beyaz,3850000,25/03/2023,,Ankara,Çankaya,7,1685.0,0.6409495548961425
911,Turbo S,GALLERIA-2022 PORSCHE 911 TURBO S AEROKIT-KARBONT­AVAN-MANUFAKTUR,2022,70,Gri,23500000,25/03/2023,,İstanbul,Şişli,40,1001.0,0.06993006993006994
Panamera,Panamera Diesel,Orjinal porsche hatasız tramersiz,2012,2550,Beyaz,2990000,25/03/2023,,Erzincan,Merkez,30,1970.0,1.2944162436548223
Taycan,Turbo S,OTOTİM 2020 PORSCHE TAYCAN TURBO S ARKA AKS 761 HP HATASIZ,2020,320,Siyah,6950000,25/03/2023,,İstanbul,Beşiktaş,40,260.0,1.2307692307692308
Panamera,Panamera Diesel,Sahibinden bayi çıkışlı temiz panamera 2012 136000 km de,2012,1360,Beyaz,3100000,25/03/2023,,Ankara,Altındağ,7,1970.0,0.6903553299492385
Panamera,Panamera 4,HY OTOMOTİV 2011 PORSCHE PANAMERA 4 BAYİ YETKİLİ SERVİS BAKIMLI,2011,1300,Siyah,3050000,25/03/2023,,Denizli,Pamukkale,25,1680.0,0.7738095238095238
Panamera,Panamera Diesel,2012 PORSHE PANAMERA BAYİ CIKŞLI HATASIZ VAKUM+ISITMA­+NAVİGASYON,2012,1590,Kahverengi,2999999,25/03/2023,,Antalya,Alanya,8,1970.0,0.8071065989847716
911,GT3,SS MOTORS 2007 PORSCHE 911 GT3-CHRONO-22.960 KM,2007,2296,Beyaz,9900000,25/03/2023,,İstanbul,Şişli,40,1300.0,1.7661538461538462
Taycan,4S Performance Plus,2020 PORSCHE TAYCAN 4S PERFORMANCE PLUS+BOSE+MASA­J+AKS+SOĞUTMA,2020,6005,Siyah,5590000,25/03/2023,,İstanbul,Kadıköy,40,260.0,23.096153846153847
Taycan,Turbo S,ERMER'DEN 2020 PORSCHE TAYCAN TURBO S 761 HP BURMESTER BAYİ,2020,10733,Siyah,6650000,25/03/2023,,İstanbul,Bağcılar,40,260.0,41.28076923076923
Panamera,Panamera Diesel,TEAM AKSOY GARAGE 2012 PORSCHE PANAMERA HATASIZ,2012,1530,Beyaz,3275000,25/03/2023,,İzmir,Bornova,41,1970.0,0.7766497461928934
Panamera,Panamera Diesel,VERGİ BARIŞLI !! HATASIZ HASAR KAYITSIZ ÇOK TEMİZ,2012,3190,Beyaz,2500000,25/03/2023,,Mardin,Artuklu,57,1970.0,1.619289340101523
Panamera,Panamera Diesel,PORSHE PANAMERA DİESEL PLATINIUM EDİTİON DEĞİŞEN-BOYA -TRAMER-YOK,2012,2000,Beyaz,3750000,25/03/2023,,Kırıkkale,Merkez,49,1970.0,1.015228426395939
Taycan,Turbo,ALPHA MOTORS 2020 TAYCAN TURBO-GECE GRŞ-PDCC-BR­MSTR-AIRMTC,2020,159,Gümüş Gri,6275000,25/03/2023,,Hatay,Arsuz,37,260.0,0.6115384615384616
Panamera,Panamera Diesel,AKNUR DAN 2013 PORCHE PANAMERA 3.0 D TRİPTRONİC MAKYAJLI KASA,2013,298425,Beyaz,3150000,25/03/2023,,İzmir,Bornova,41,1685.0,177.10682492581603
911,Carrera 4,MILLENIUM - PORSCHE 911 CARREERA 4 COUPE,2000,1550,Siyah,1550000,25/03/2023,,İzmir,Gaziemir,41,1990.0,0.7788944723618091
Taycan,4 Cross Turismo,"KAPİTAL 2022 BAYİ CHRONO YOLCU EKRANI SOĞUTMA 20""JANT",2022,601,Siyah,6250000,24/03/2023,,İstanbul,Beşiktaş,40,1001.0,0.6003996003996004
Panamera,Panamera 4,!!!'BABACAN AUTODAN PORSCHE PANAMERA KUSURSUZ TEMİZLİKTE!!!,2011,2330,Siyah,2550000,24/03/2023,,Konya,Seydişehir,53,1680.0,1.3869047619047619
Panamera,Panamera Diesel,Porsche panamera,2012,1400,Siyah,500000,24/03/2023,,Samsun,İlkadım,67,1970.0,0.7106598984771574
Taycan,4S Performance Plus,Sahibinden bayi çıkışlı taycan 4s performance plus,2020,575,Siyah,5100000,24/03/2023,,Gaziantep,Şehitkamil,33,260.0,2.2115384615384617
911,Targa 4 GTS,EDITION-2022 TARGA 4 GTS/LİFT/CARBON/ARKA AKS/SOĞUTMA/FULL,2022,6001,Beyaz,16500000,24/03/2023,,İstanbul,Bakırköy,40,1001.0,5.995004995004995
Boxster,Boxster,207.000 KİLOMETREDE,1997,2070,Beyaz,749000,24/03/2023,,İstanbul,Bayrampaşa,40,910.0,2.2747252747252746
Panamera,Panamera 4S Diesel,2017 4S DİESEL-BAYİİ-5­8.000KM-SOĞUTMA -AİRMATİC-ARKA AKS-21''JANT,2017,582,Mavi,9250000,24/03/2023,,Trabzon,Akçaabat,75,850.0,0.6847058823529412
911,GT2 RS,CEY MOTOR'S DAN 2018 EMSALSİZ GT2RS,2018,615,Gri,32500000,24/03/2023,,İstanbul,Esenyurt,40,490.0,1.2551020408163265
Taycan,4S Cross Turismo,PORSCHE TAYCAN 4S CROSS TURİSMO,2022,6001,Siyah,6800000,24/03/2023,,İstanbul,Bakırköy,40,1001.0,5.995004995004995
Cayman,Cayman,TARGET MOTORS 2014 PORSCHE CAYMAN 2.7 PDK BAYİİ HATASIZ,2014,835,Beyaz,3200000,24/03/2023,,İstanbul,Beşiktaş,40,1420.0,0.5880281690140845
