seri,model,titles,year,km,color,prices,date,location,"seri,model,titles,year,km,color,prices,date,location,""seri,model,titles,year,km,color,prices,date,location"""
Cayman,Cayman,SÜRMENE OTOMOTİV'DEN DERİ+ISITMA+BOSE SES+PDK ŞANZUMAN+F1+265 PS,2010.0,95.0,Kahverengi,1.849.900 TL,"09 Nisan
2023","İstanbul
Bağcılar",
911,Carrera 4S,MİLANO GARAGE'den PORSCHE 911 CARRERA 4S..,2007.0,176.859,Siyah,2.370.000 TL,"09 Nisan
2023","İstanbul
Sarıyer",
Cayman,S,TARGET MOTORS 2006 CAYMAN S MAT MAVİ HATASIZ BAYİ,2006.0,149.0,Gri,1.850.000 TL,"09 Nisan
2023","İstanbul
Beşiktaş",
911,Carrera 4,"Sahibinden, 2013 model, 89.000km, Füme İçi Siyah Carrera 4 PDK",2013.0,89.9,Füme,5.250.000 TL,"09 Nisan
2023","Ankara
Çankaya",
Panamera,Panamera Diesel,ÇOK ACİL SATILIK 100 binde Panamera Pazarlık Payı vardır,2014.0,100.8,Siyah,4.185.000 TL,"09 Nisan
2023","İstanbul
Kadıköy",
Panamera,Panamera Diesel,***2013 ÇIKIŞLI PANEMERA MAKYAJLI KASA HATASIZ***,2012.0,219.0,Siyah,3.450.000 TL,"09 Nisan
2023","Hatay
İskenderun",
Taycan,4S Performance Plus,2020 MODEL DOĞUŞ BAYİ ÇIKIŞLI PORSCHE TAYCAN 4S PERFORMANS PLUS,2020.0,8.2,Mavi,5.450.000 TL,"09 Nisan
2023","İzmir
Bornova",
Taycan,Turbo,Porsche Taycan Turbo - Metalik Carrera Beyaz & Bordo Deri İç,2020.0,29.75,Beyaz,6.300.000 TL,"09 Nisan
2023","İstanbul
Üsküdar",
Panamera,Panamera 4,SAHİBİNDEN TEMİZ DOĞUŞ ÇIKIŞLI,2018.0,24.6,Füme,8.300.000 TL,"08 Nisan
2023","İstanbul
Beşiktaş",
Panamera,Panamera Diesel,ARA MOTORS'DAN 2012 PANAMERA DİESEL HATASIZ BOYASIZ V.BARIŞLI,2012.0,195.0,Siyah,3.050.000 TL,"08 Nisan
2023","Denizli
Pamukkale",
911,Carrera,"""AKN AUTO"" 2012 MODEL PORSCHE CARRERA SOĞUTMA-S.EKSOZ-BOSE BAYİ",2012.0,108.0,Beyaz,4.650.000 TL,"08 Nisan
2023","İstanbul
Bakırköy",
Panamera,Panamera,BARAN MOTORS 2011 PANAMERA SPORT DESIGN GTS PKT BOYASIZ,2011.0,150.0,Beyaz,2.480.000 TL,"08 Nisan
2023","İstanbul
Beşiktaş",
Panamera,Panamera 4,CİO MOTORS PANAMERA 3.6 CHRONO VAKUM BOSE 20 TURBO PDK BOYASIZ,2011.0,116.0,Beyaz,2.650.000 TL,"08 Nisan
2023","İzmir
Bornova",
Taycan,4S Performance Plus,İNTİKAL MOTOR'S 2020 PORSCHE TAYCAN 4S performans Plus BOYASIZ,2020.0,30.0,Beyaz,6.500.000 TL,"08 Nisan
2023","İstanbul
Bağcılar",
Panamera,Panamera Diesel,BORDO MOTORS'dan 2013 PANAMERA diesel TR'de TEK 32.000 KM'de,2013.0,32.0,Siyah,5.100.000 TL,"08 Nisan
2023","Denizli
Sarayköy",
911,GT3,TARGET MOTORS PORSCHE 911 GT3 SHARK BLUE KARBON TAVAN SERAMİK,2021.0,0.0,Mavi,19.250.000 TL,"08 Nisan
2023","İstanbul
Beşiktaş",
Taycan,4S Performance Plus,TARGET MOTORS 2020 TAYCAN P.PLUS Y.YOLCU+22KW+­18KOLTK+ARKA AKS,2020.0,6.326,Siyah,5.750.000 TL,"08 Nisan
2023","İstanbul
Beşiktaş",
Cayman,Cayman,TARGET MOTORS 2014 PORSCHE CAYMAN 2.7 PDK BAYİİ,2014.0,86.0,Siyah,3.200.000 TL,"08 Nisan
2023","İstanbul
Beşiktaş",
Boxster,Boxster,TARGET MOTORS 2015 PORSCHE BOXSTER 2.7 PDK 17.500KM HATASIZ BAYİ,2015.0,17.5,Beyaz,3.750.000 TL,"08 Nisan
2023","İstanbul
Beşiktaş",
Cayman,Cayman,TARGET MOTORS 2013 PORSCHE CAYMAN 2.7 PDK 2013 HATASIZ BAYİ,2013.0,108.0,Beyaz,2.505.000 TL,"08 Nisan
2023","İstanbul
Beşiktaş",
Cayman,S,TARGET MOTORS 2010 PORSCHE CAYMAN S TİPTRONİC,2010.0,83.0,Siyah,1.950.000 TL,"08 Nisan
2023","İstanbul
Beşiktaş",
911,Carrera 4 GTS,TARGET MOTORS 2022 PORSCHE 992 CARRERA 4 GTS COUPE,2022.0,6.145,Gümüş Gri,16.850.000 TL,"08 Nisan
2023","İstanbul
Beşiktaş",
Panamera,Panamera Diesel,2012 PORSCHE PANEMERA 3.0 DİESEL AİRMATİC ISITMA SOĞUTMA,2012.0,235.0,Siyah,2.500.000 TL,"08 Nisan
2023","Antalya
Muratpaşa",
Panamera,Panamera Diesel,SAHİBİNDEN 2013 MODEL FULL PAKET ÖZEL PLAKALI,2013.0,164.0,Siyah,2.610.000 TL,"08 Nisan
2023","İstanbul
Ataşehir",
Cayman,S,| UNIQ AUTO | 2006 PORSCHE CAYMAN S SPORT CHRONO BAYİ,2006.0,114.4,Gri,1.485.000 TL,"08 Nisan
2023","İstanbul
Ataşehir",
Cayman,Cayman,Sahibinden 22.000 KM de Cayman,2013.0,22.0,Gri,3.250.000 TL,"08 Nisan
2023","İstanbul
Beşiktaş",
718,Cayman,2018 718 CAYMAN 300 HP_CHRONO_BOSE_­20''JANT_F1_GE­Rİ.GRŞ_40.910KM,2018.0,40.91,Gri,4.245.000 TL,"08 Nisan
2023","İstanbul
Kadıköy",
Panamera,Panamera GTS,SS MOTORS 2015 PANAMERA GTS-AIRMATIC-SPOR EGZOZ-CHRONO-KÖR NOKTA,2015.0,45.91,Gri,6.100.000 TL,"08 Nisan
2023","İstanbul
Şişli",
Panamera,Panamera Diesel,GKN MOTORS PORSHE PANAMERA 3.0 TDİ AİRMATİC BOSE PUSULA MEDİA,2012.0,176.0,Siyah,2.750.000 TL,"08 Nisan
2023","İstanbul
Bakırköy",
911,Carrera 4S,BAVARIA GARAGE 2019 14.265 km 992 PORSCHE CARRERA 4S GARANTİLİ,2019.0,14.265,Siyah,12.250.000 TL,"08 Nisan
2023","İstanbul
Sarıyer",
Taycan,Turbo S,BİNİCİ GRUP AUTO FARKI İLE TAYCAN TURBO S FUL+FUL,2020.0,35.0,Beyaz,6.700.000 TL,"08 Nisan
2023","Mersin
Akdeniz",
911,Carrera 4S,"Baspinar Oto 2008 Porsche Carrera 4S-Doğuş,Bose,C­hrono,78.500km",2008.0,78.5,Füme,3.750.000 TL,"08 Nisan
2023","İstanbul
Sarıyer",
Panamera,Panamera 4 Sport Turismo,2019 BAYİ-PANAMERA 4 SPORT TORİSMO-SOĞUTMA -MASAJ-BOSE-21 JANT,2019.0,10.5,Füme,8.750.000 TL,"08 Nisan
2023","Denizli
Sarayköy",
Panamera,Panamera 4,POSH MOTORS_2011 PORSCHE PANAMERA 4-SUNROOF- PDK-ISITMA,2011.0,172.0,Siyah,2.165.000 TL,"08 Nisan
2023","İstanbul
Pendik",
Panamera,Panamera GTS,2015 MODEL PANAMERA GTS HATASIZ SAHİBİNDEN,2016.0,42.0,Füme,6.650.000 TL,"08 Nisan
2023","İstanbul
Beşiktaş",
Panamera,Panamera 4,Orjinal Araç,2011.0,2.0,Beyaz,3.300.000 TL,"08 Nisan
2023","İstanbul
Üsküdar",
911,Carrera 4,"HATASIZ, FACELİFTLİ, KAPALI GARAJ ARABASI",2006.0,109.0,Siyah,3.350.000 TL,"08 Nisan
2023","İstanbul
Beşiktaş",
Taycan,4S Performance Plus,2022 BAYİ HATASIZ TAYCAN 4S PERFORMANCE PLUS BOSE SOGUTMA FULL,2022.0,1.67,Beyaz,6.650.000 TL,"08 Nisan
2023","Ankara
Çankaya",
Panamera,Panamera 4 Platinum Edition,MERKAR-2022 PANAMERA 4 PLATINUM EDITION BURMESTER ARKA AKS HAZIR,2022.0,6.001,Siyah,13.145.000 TL,"08 Nisan
2023","İstanbul
Bakırköy",
Boxster,Boxster,AWCI MOTORS 107.500 KM FRANK PARTNER PORSCHE,1996.0,107.5,Kırmızı,1.100.000 TL,"08 Nisan
2023","İstanbul
Bakırköy",
Taycan,4S Performance Plus,BOYASIZ 2020 PORSCHE TAYCAN 4S PERFORMANCE PLUS YLCU EKR-HEAD-UP,2020.0,12.78,Siyah,4.950.000 TL,"08 Nisan
2023","Gaziantep
Şehitkamil",
Taycan,4S Performance Plus,- İNANÇ GROUP - 2020 PERFORMANCE PLUS 4S FULL,2020.0,39.0,Mavi,4.998.000 TL,"08 Nisan
2023","Mersin
Yenişehir",
Panamera,Panamera 4,GUARANTEE'DEN 83 BİNDE BAYİİ BOSE PDK 4K ISITMA,2011.0,83.0,Beyaz,2.325.000 TL,"08 Nisan
2023","Adana
Çukurova",
Taycan,4S Performance Plus,ERCAR MOTORS 2020 PORSCHE TAYCAN P.PLUS-YOLCU EKRANI-SOĞUTMA,2020.0,15.2,Gri,5.250.000 TL,"08 Nisan
2023","İstanbul
Beşiktaş",
Panamera,Panamera 4,ERCAR MOTORS 2018 PORSCHE PANAMERA 4-HATASIZ,2018.0,92.0,Siyah,7.000.000 TL,"08 Nisan
2023","İstanbul
Beşiktaş",
Taycan,4S Performance Plus,HATASIZ 2020 PORSCHE TAYCAN 4S PERFORMANCE PLUS+CHRONO+BOSE FUL,2020.0,17.0,Siyah,4.890.000 TL,"08 Nisan
2023","İstanbul
Kadıköy",
Taycan,4S Performance Plus,Hatasız Bayi 4s Performance PPF (Takaslı),2020.0,26.0,Mavi,7.000.000 TL,"08 Nisan
2023","Bolu
Merkez",
Panamera,Panamera 4S,GALERİ İNER PORSCHE PANAMERA 4S 400 HP AİR PDK KEYLESS CHRONO,2010.0,216.0,Siyah,2.750.000 TL,"08 Nisan
2023","Konya
Karatay",
Panamera,Panamera Diesel,HATASIZ BAKIMLI VERGİ BARIŞLI,2012.0,207.0,Beyaz,2.750.000 TL,"08 Nisan
2023","Denizli
Merkezefendi",
Cayman,S,"MENGERLER Etiler - 2011 PORSCHE CAYMAN S / BAYİ / 90.484KM / CRO
Yetkili Bayi",2011.0,90.484,Siyah,1.850.000 TL,"08 Nisan
2023","İstanbul
Beşiktaş",
Panamera,Panamera Diesel,"Boyasız, Tramersiz, Düşük Kilometre...",2012.0,135.0,Siyah,4.100.000 TL,"08 Nisan
2023","Adana
Seyhan",
Panamera,Panamera 4,SAHİBİNDEN EN DOLUSU PDK ŞANZIMAN CHRONO ISITMA SOĞUTMA AİR VS,2011.0,209.0,Siyah,2.340.000 TL,"08 Nisan
2023","İstanbul
Fatih",
911,Carrera S,"Doğuş Çıkışlı 2011 Kazasız,Boyasız 997.2 Carrera S Pdk, 27.185KM",2011.0,27.185,Beyaz,4.600.000 TL,"08 Nisan
2023","İstanbul
Sarıyer",
Panamera,Panamera Diesel,AVC MOTORS 'DAN - 2012 PANA DİESEL - K IST SOĞ - PUSULA - AİR,2012.0,193.0,Siyah,2.795.000 TL,"07 Nisan
2023","Kayseri
Melikgazi",
911,GT3,INTERCITY2 PORSCHE 911 (997) GT3,2007.0,6.108,Beyaz,15.500.000 TL,"07 Nisan
2023","İstanbul
Tuzla",
Panamera,Panamera Turbo S E-Hybrid,INTERCITY2 PORSCHE Panamera Turbo S E-Hybrid,2017.0,21.508,Gri,15.500.000 TL,"07 Nisan
2023","İstanbul
Tuzla",
Taycan,Turbo,YOLCU EKRAN-ARKA AKS-BOSE-AIR-ISITM­A-SOĞUTMA-MİSSİON JANT,2020.0,15.73,Siyah,6.375.000 TL,"07 Nisan
2023","Kocaeli
Gölcük",
911,Carrera 4 GTS,Porsche 911 Carrera 4 GTS,2015.0,13.7,Siyah,10.500.000 TL,"07 Nisan
2023","İstanbul
Beşiktaş",
Panamera,Panamera S,MAS-CAR DAN 2010 MODEL PANAMERA S HATASIZ AYARNDA VERGİ BARIŞLI,2010.0,150.0,Siyah,4.000.000 TL,"07 Nisan
2023","Çanakkale
Merkez",
Panamera,Panamera 4,MAM CAR PORSCHE PANAMERA CARBON PUSULA TURBO JANT,2011.0,135.0,Beyaz,2.050.000 TL,"07 Nisan
2023","İstanbul
Bağcılar",
Taycan,4 Cross Turismo,SS MOTORS BAYİ 2022 TAYCAN 4 CROSS TURISMO-Y.EKRA­NI-CHRONO-PDLS,2022.0,10.015,Siyah,7.100.000 TL,"07 Nisan
2023","İstanbul
Şişli",
911,Turbo S,SS MOTORS 2013 PORSCHE 911 TURBO S-SERAMİK-DISTRO­NIC-CHRONO-BOSE,2013.0,33.828,Siyah,10.500.000 TL,"07 Nisan
2023","İstanbul
Şişli",
718,Cayman,ELEGANCE CARS 2017 BAYİ 718 CAYMAN CHRONO SPOR EGZOZ HATASIZ PDK,2017.0,46.0,Gri,4.090.000 TL,"07 Nisan
2023","İstanbul
Beşiktaş",
Panamera,Panamera Diesel,ÇELİKLER LUXURY CAR,2012.0,157.0,Beyaz,3.300.000 TL,"07 Nisan
2023","Antalya
Muratpaşa",
Panamera,Panamera Diesel,CAR-LEO MAKYAJLI KASA 2013 PANAMERA DİZEL CARBON+CRONO BAYİ ÇIKŞ,2013.0,185.0,Beyaz,2.900.000 TL,"07 Nisan
2023","İstanbul
Bağcılar",
Panamera,Panamera Diesel,MAKYAJLI BOYASIZ 115 BİN KM MATRİX VAKUM AİR 5 BÖLGE SOĞUTMA,2013.0,115.0,Beyaz,4.525.000 TL,"07 Nisan
2023","Samsun
Atakum",
Panamera,Panamera Diesel,DÜNDAR AUTO'dan 2012 PANAMERA CHORONO+AİR+BOSE,2012.0,240.0,Beyaz,2.550.000 TL,"07 Nisan
2023","İzmir
Gaziemir",
Panamera,Panamera Diesel,2012 PANAMERA 3.0 D 78bin Km'de-AİR-NAVİ-PUS­ULA-ISITMA-SOĞUTMA,2012.0,78.0,Beyaz,3.510.000 TL,"07 Nisan
2023","Malatya
Yeşilyurt",
Taycan,4S Performance Plus,-AKGÜN-2020 PORSCHE TAYCAN PERFORMANCE PLUS 571 HP PASS.DISP-,2020.0,23.9,Lacivert,5.975.000 TL,"07 Nisan
2023","Ankara
Çankaya",
Taycan,4S,GENERAL AUTO'DAN GARANTİLİ TAYCAN 4S HATASIZ SIFIRDAN FARKSIZ,2021.0,11.5,Siyah,5.550.000 TL,"07 Nisan
2023","İstanbul
Şişli",
Taycan,4S Performance Plus,GRAND BAYİ +1YIL GARANTİLİ 21MİSSİON SOĞUTMA SPORTDESİGN EGZOZ,2020.0,12.939,Gri,5.390.000 TL,"07 Nisan
2023","Samsun
Atakum",
,,,,,,,,,
Taycan,4S Performance Plus,CAddE MOTORS 2020 PORSCHE TAYCAN 4S PERFORMANS PLUS ARKA AKS,2020.0,40.0,Füme,4.900.000 TL,"07 Nisan
2023","Kocaeli
İzmit",
Panamera,Panamera Diesel,A&C motors ' PANAMERA DIESEL MAKYAJLI SOĞUTMA-TURBO 4-KEYLESS GO,2013.0,155.0,Siyah,3.850.000 TL,"07 Nisan
2023","Ankara
Yenimahalle",
Panamera,Panamera Diesel,KUZEY MOTORS - YENİ KASA - İÇİ KIRMIZI - SGTMA - MATRIX - GTS,2013.0,190.0,Siyah,3.075.000 TL,"07 Nisan
2023","İstanbul
Kadıköy",
Panamera,Panamera 4 E-Hybrid,CAR-LEO 2023 PANAMERA 4 E-HYBRİD 462 HP SOĞUTMA AİR FUL,2022.0,6.1,Siyah,12.800.000 TL,"07 Nisan
2023","İstanbul
Bağcılar",
Taycan,4S Performance Plus,2021 Porsche Taycan 4S Performance Plus,2021.0,36.785,Mor,6.250.000 TL,"07 Nisan
2023","İstanbul
Kartal",
Boxster,S,YETKİLİ SERVİS BAKIMLI PORSCHE BOXSTER S 2003 MODEL 256 HP,2003.0,110.0,Kırmızı,1.525.000 TL,"07 Nisan
2023","Düzce
Gümüşova",
Taycan,Turbo,PORSCHE TAYCAN TURBO 680HP BAYİ ÖZEL RENK,2020.0,32.182,Turkuaz,5.850.000 TL,"07 Nisan
2023","Ankara
Çankaya",
911,Carrera,"""UNIVERSAL MOTORS"" 2001 PORSCHE 911 CARRERA TIPTRONIC 46.600 KM",2001.0,46.6,Gri,1.630.000 TL,"07 Nisan
2023","İstanbul
Şişli",
Panamera,Panamera 4,SAHİBİNDEN TEMİZ DOĞUŞ ÇIKIŞLI,2011.0,14.9,Beyaz,3.800.000 TL,"07 Nisan
2023","İstanbul
Beşiktaş",
911,Turbo,"2003 Porsche 911 Turbo 3.6 420 Hp 121.000 Km Bayi Çıkışlı
Yetkili Bayi",2003.0,121.0,Gri,3.325.000 TL,"07 Nisan
2023","İstanbul
Sarıyer",
911,Turbo,"2008 Porsche 911 Turbo Bayi Çıkış
Yetkili Bayi",2008.0,51.0,Siyah,4.490.000 TL,"07 Nisan
2023","İstanbul
Sarıyer",
Panamera,Panamera Diesel,2015-BAYİ-PORSCHE PANAMERA DİESEL,2015.0,264.0,Beyaz,4.650.000 TL,"07 Nisan
2023","Mersin
Bozyazı",
911,Turbo,2010 - 911 Turbo,2010.0,116.0,Beyaz,4.850.000 TL,"07 Nisan
2023","Ankara
Çankaya",
Taycan,4S Performance Plus,ESN MOTORS'DAN 2020 TAYCAN 4S PERFORMANCE PLUS BOYASIZ TRAMERSİZ,2020.0,42.5,Siyah,4.750.063 TL,"07 Nisan
2023","İstanbul
Küçükçekmece",
Panamera,Panamera 4,-MAKINA VADI-2011 PANAMERA 4-SPORT CHORONO-PDK ŞANZIMAN -BAYİ-,2011.0,126.09,Mavi,2.750.000 TL,"07 Nisan
2023","İstanbul
Sarıyer",
Panamera,Panamera Diesel,2012 PANAMERA**FACE­LİFT**EĞLENCE PAKETLİ**KAZASIZ TRAMERSİZ**,2012.0,165.0,Beyaz,3.390.000 TL,"07 Nisan
2023","Konya
Karatay",
Panamera,Panamera Diesel,///M ASLAN MOTORS DAN HATASIZ BOYASIZ PANAMERA GTS PUSULA VS,2012.0,278.0,Beyaz,2.900.000 TL,"07 Nisan
2023","Ankara
Yenimahalle",
911,Turbo S,YENİKÖY MOTORS 2021 PORSCHE 911 TURBO S - SPORT DESIGN - LIFTING,2021.0,6.5,Beyaz,21.750.000 TL,"07 Nisan
2023","İstanbul
Sarıyer",
Panamera,Panamera Diesel,PRESTİJ // 2012 Model 245.000 Km'de Makyajlı Panamera 3.0 Dizel,2012.0,249.0,Siyah,2.995.000 TL,"07 Nisan
2023","Konya
Selçuklu",
Taycan,4S Cross Turismo,"""VİZYON İSTANBUL"" 2022 DOĞUŞ ÇKŞ.TAYCAN 4S CROSS TURISMO HATASIZ",2022.0,6.001,Beyaz,7.300.000 TL,"07 Nisan
2023","İstanbul
Eyüpsultan",
Panamera,Panamera Diesel,'HALİMDEN 2012 PANAMERA DİZEL 300HP-ISTMA-SOĞUTMA CHRONE-21'JANT,2012.0,235.0,Beyaz,2.695.500 TL,"07 Nisan
2023","Sakarya
Erenler",
Panamera,Panamera 4,AZAD MOTORS 2011 PANAMERA 4 ISITMA BOSE CARBON PUSULA PDK FULL,2011.0,224.0,Beyaz,2.054.000 TL,"07 Nisan
2023","İstanbul
Sultanbeyli",
Boxster,Boxster,GALERAS 2011 PORSCHE BOXSTER DOĞUŞ ÇIKIŞLI 36.300 KM HATASIZ,2011.0,36.3,Kırmızı,2.750.000 TL,"07 Nisan
2023","İstanbul
Bahçelievler",
Panamera,Panamera Diesel,PORSCHE PANEREMA PLATİNUM EDİTİON BEYAZ DÜŞÜK KM TERTEMİZ,2012.0,198.0,Beyaz,2.450.000 TL,"07 Nisan
2023","Antalya
Muratpaşa",
Panamera,Panamera Diesel,ERESİN MOTORS'DAN HARMAN KARDON AİRMATİC KARBONDİREKSİYON PUSULA,2013.0,155.0,Beyaz,4.050.000 TL,"07 Nisan
2023","İstanbul
Fatih",
911,Turbo S,STELLA MOTORS 2020 PORSCHE 911 TURBO S 650 HP CHRONO SPOR EGZOZ,2020.0,14.5,Füme,20.500.000 TL,"07 Nisan
2023","İstanbul
Beykoz",
Taycan,4S Performance Plus,NEWCARDAN 571Hp+YOLCU EKRANI+ARKA AKS+DİSTRONİC+M­ASAJ+BOSE+CARBN,2020.0,10.0,Beyaz,5.450.000 TL,"07 Nisan
2023","İstanbul
Bakırköy",
Taycan,4S Performance Plus,EA MOTORS 2020 DOĞUŞ BAYİ TAYCAN 4S 571HP SOGUTMA/OLEA/BUZ LED,2020.0,55.409,Siyah,4.900.000 TL,"07 Nisan
2023","İstanbul
Bakırköy",
Panamera,Panamera 4S,SAN OTOMOTİV 2010 PANAMERA 4S BAYİ,2010.0,176.0,Beyaz,2.560.000 TL,"07 Nisan
2023","İstanbul
Beşiktaş",
Panamera,Panamera 4S Diesel,DOKTOR'DAN ÇOK TEMİZ HATASIZ -BOYASIZ - TRAMERSİZ 85.444km,2017.0,85.444,Gri,9.100.000 TL,"07 Nisan
2023","İstanbul
Kadıköy",
Panamera,Panamera Diesel,MBA MOTORS HATASIZ BOYASIZ 40 BİN KM DE SIFIR PANAMERA,2015.0,40.0,Gri,6.650.000 TL,"07 Nisan
2023","Bursa
Nilüfer",
Taycan,4S,2021-PORSCHE-TAYCAN 4S PERPORMANS PLUS-HATASIZ-9 BİN KM,2021.0,9.0,Gri,6.300.000 TL,"07 Nisan
2023","Adana
Seyhan",
Panamera,Panamera 4,VİP OTO'DAN 2011 MODEL PORSCHE PANAMERA 4 BAYİ PUSULA SOĞUTMA,2011.0,145.0,Siyah,2.450.000 TL,"07 Nisan
2023","Ankara
Akyurt",
Panamera,Panamera 4,PORSCHE PANAMERA 4 DOGUS OTO CIKISLI ÖZEL LANSMAN RENK,2018.0,39.0,Kahverengi,7.850.000 TL,"07 Nisan
2023","İstanbul
Beşiktaş",
Panamera,Panamera 4S Diesel,"SÜRMENE OTOMOTİV'DEN SOĞUTMA+21""JANT+BOSE­+AİRMATİC+TURBOKANAT",2017.0,87.5,Siyah,9.499.900 TL,"07 Nisan
2023","İstanbul
Bağcılar",
911,GT3,PAMIROL - 2022 - GT3,2022.0,6.95,Siyah,18.500.000 TL,"06 Nisan
2023","Bursa
Mudanya",
Panamera,Panamera Diesel,HATASIZ PORSCHE PANAMERA BAYİ SOĞUTMA ISITMA PUSULA MAKYAJLI2014,2014.0,115.0,Beyaz,4.525.000 TL,"06 Nisan
2023","Ankara
Yenimahalle",
928,S4,PORSCHE 928 4.7 V8 COUPE MANUEL VİTES 1978,1978.0,100.0,Kahverengi,915.000 TL,"06 Nisan
2023","İstanbul
Sarıyer",
Taycan,4S Performance Plus,Taycan 4S Performance Plus DOĞUŞ ÇIKIŞLI / 22 KW AC / AIRMATIC,2020.0,33.0,Siyah,5.100.000 TL,"06 Nisan
2023","Eskişehir
Odunpazarı",
Taycan,4S Performance Plus,Sahibinden BAYİİ Taycan 4S Performance Plus,2020.0,18.9,Mavi,6.060.000 TL,"06 Nisan
2023","Konya
Selçuklu",
911,Carrera 4,SAHİBİNDEN KAZASIZ DEĞİŞENSİZ FULL AKSESUARLI TR DE TEK,1999.0,27.131,Mavi,3.850.000 TL,"06 Nisan
2023","Muğla
Bodrum",
911,Carrera 4,PRONTO AUTO'DAN CARRERA 4 MANUEL NADİR KALANLARDAN,2001.0,161.0,Siyah,1.750.000 TL,"06 Nisan
2023","Ankara
Kahramankazan",
Panamera,Panamera Diesel,2013MODEL PANAMERA DİESEL BLACK EDİTİON/KARBON/V­AKUM/HATASIZ.FU,2013.0,209.0,Siyah,3.100.000 TL,"06 Nisan
2023","İstanbul
Bağcılar",
Taycan,4 Cross Turismo,AKGÜN-2022-PORSCHE TAYCAN-4 CROSS TURİSMO-BOSE-N­AVİGASYON-BAYİ,2022.0,6.05,Siyah,6.550.000 TL,"06 Nisan
2023","Ankara
Çankaya",
Taycan,4S Performance Plus,HATASIZ 2020 PORSCHE TAYCAN 4S PERFORMANCE PLUS 571HP+BOSE+SPORT,2020.0,6.975,Füme,5.250.000 TL,"06 Nisan
2023","İstanbul
Üsküdar",
Taycan,Turbo S,TR deki En Dolu Taycan Turbo S-Tam bir TayCANAVAR,2020.0,35.0,Füme,6.699.000 TL,"06 Nisan
2023","İzmir
Bornova",
Panamera,Panamera Diesel,-MAKINA VADI-2012 PANAMERA PLATINUM E.-RECARO-BOSE-VERGİ BARIŞI-,2012.0,144.74,Beyaz,2.900.000 TL,"06 Nisan
2023","İstanbul
Sarıyer",
Taycan,Turbo S,YENİKÖY MOTORS 2020 PORSCHE TAYCAN TURBO S - KARBON - ARKA AKS,2020.0,6.9,Siyah,7.150.000 TL,"06 Nisan
2023","İstanbul
Sarıyer",
Cayman,Cayman,GREENS MOTORS'tan 2013 PORSCHE CAYMAN 2.7 BAYİ ISITMA+GTS GÖRNM,2013.0,86.0,Siyah,2.699.000 TL,"06 Nisan
2023","İstanbul
Şişli",
Cayman,Cayman,MASLAK MOTORS-PORSCHE -CAYMAN-83BİN KM,2010.0,83.0,Siyah,1.800.000 TL,"06 Nisan
2023","İstanbul
Sarıyer",
Panamera,Panamera 4S,Doğuş çıkışlı Panamera 4S business paket tramersiz,2010.0,169.0,Gümüş Gri,3.050.000 TL,"06 Nisan
2023","Ankara
Yenimahalle",
Taycan,Taycan,MAK AUTO 2021 PORSCHE TAYCAN PERFORMANCE PLUS 11KW BAYİ BOYASIZ,2021.0,9.6,Mavi,4.675.000 TL,"06 Nisan
2023","İstanbul
Bakırköy",
Panamera,Panamera Diesel,Porshe panemera 3.0 D Bayi türkiyede tek,2015.0,100.0,Beyaz,5.100.000 TL,"06 Nisan
2023","İstanbul
Zeytinburnu",
Cayman,S,2006 PORSCHE CAYMAN S,2006.0,121.0,Siyah,1.695.000 TL,"06 Nisan
2023","İzmir
Konak",
Taycan,4S Performance Plus,Sahibinden hatasız,2020.0,22.0,Lacivert,5.000.000 TL,"06 Nisan
2023","İstanbul
Üsküdar",
911,Turbo,2008 PORSCHE 911 TURBO CABRİO CHRONO HATASIZ ..AG premium cars..,2008.0,47.0,Siyah,4.750.000 TL,"06 Nisan
2023","Antalya
Muratpaşa",
Panamera,Panamera 4 Sport Turismo,GARAGE 2018 PORSCHE PANAMERA 4 SPORT TURISMO,2018.0,93.304,Gri,6.250.000 TL,"06 Nisan
2023","İstanbul
Beykoz",
Cayman,Cayman,"""ART"" 2011 PORSCHE CAYMAN CHRONO_2.9 PDK_BAYİ_37.0­00KM_HATASIZ",2011.0,37.0,Beyaz,2.400.000 TL,"06 Nisan
2023","Eskişehir
Tepebaşı",
Taycan,4S Performance Plus,ÇİFTKURTLAR PLAZA'DAN - 2020 PORSCHE TAYCAN 4S PERFORMANCE PLUS,2020.0,8.0,Gri,5.090.000 TL,"06 Nisan
2023","İstanbul
Sarıyer",
Taycan,Turbo,DOĞUŞ ÇIKIŞLI HATASIZ BOYASIZ,2020.0,9.5,Beyaz,6.070.000 TL,"06 Nisan
2023","Adana
Sarıçam",
Panamera,Panamera Diesel,AVRASYA GROUP' TAN 2015 PANAMERA VAKUM MATRİX ISITMA SOĞUTMA,2015.0,119.0,Beyaz,4.710.000 TL,"06 Nisan
2023","Ankara
Çankaya",
Panamera,Panamera Diesel,Porshe panemera En dolusu,2015.0,97.5,Beyaz,4.875.000 TL,"06 Nisan
2023","İstanbul
Bağcılar",
Panamera,Panamera 4S Diesel,"SAHİBİNDEN 2017 ""PORSCHE PANAMERA 4S DIESEL"" TEBEŞİR GRİ 422 PS",2017.0,186.0,Gri,7.000.000 TL,"06 Nisan
2023","İstanbul
Başakşehir",
911,Carrera S,YENİKÖY MOTORS 2022 PORSCHE 911 CARRERA S - BOSE - DISTRONIC,2022.0,7.4,Gri,14.500.000 TL,"06 Nisan
2023","İstanbul
Sarıyer",
